fid,id,Trial,Row,Column,,MasonPlot#,,,709ExG_mean,709ExG_variance,709ExR_mean,709ExR_variance,709gNDVI_mean,709gNDVI_variance,709gNDRE_mean,709gNDRE_variance,709NDVI_mean,709NDVI_variance,709THRESH_mean,709THRESH_variance,709PltCounts_,709HA_mean
769,101,2508,1,1,25080101,101,7/09/2025,40,17.68345486,210.0874628,48.28096056,764.2069291,0.258255719,0.033714073,0.113001854,0.022969087,-0.03333295,0.002565328,0.415951128,0.242935787,0.992454206,248
770,102,2508,1,2,25080102,102,7/09/2025,40,18.66817785,268.2329797,48.81408496,885.4876326,0.259758667,0.041674042,0.113574279,0.027929877,-0.037128059,0.002952389,0.435502492,0.245840071,0.906424861,263
771,103,2508,1,3,25080103,103,7/09/2025,40,16.34753231,145.7480239,51.65552522,678.286235,0.242111332,0.029820325,0.098863046,0.019959397,-0.032284937,0.002262889,0.388130296,0.237485169,0.993456309,269
772,104,2508,1,4,25080104,104,7/09/2025,40,18.08076826,190.5788492,54.34517446,1000.599854,0.253604087,0.038352723,0.103944132,0.027519522,-0.023796829,0.003154908,0.399729646,0.239945856,0.861454897,205
773,105,2508,2,1,25080201,201,7/09/2025,40,13.79226631,204.60455,50.89789055,644.9352956,0.182403858,0.037803871,0.044330622,0.024605206,-0.059670661,0.002548092,0.323063058,0.218693319,0.992836441,258
774,106,2508,2,2,25080202,202,7/09/2025,40,14.64020955,252.4055328,48.35481072,858.8625179,0.197328241,0.050859508,0.053093779,0.03516081,-0.05591926,0.003435549,0.372634069,0.23377792,0.798746036,210
775,107,2508,2,3,25080203,203,7/09/2025,40,13.88837864,188.5235035,51.33437948,802.5906571,0.197214631,0.043524179,0.047172547,0.030844931,-0.039546618,0.003156323,0.341400197,0.224846103,0.941834819,165
776,108,2508,2,4,25080204,204,7/09/2025,40,18.3769753,225.535448,51.37893581,1051.935291,0.238929444,0.045857032,0.07110571,0.032708218,-0.015902947,0.003540998,0.421847272,0.243892151,0.918975574,282
777,109,2508,3,1,25080301,301,7/09/2025,40,16.10588103,285.2495927,47.56488837,731.3771921,0.188497255,0.049065385,0.052798848,0.031756004,-0.051941729,0.002789205,0.357534979,0.229703718,0.970416682,234
778,110,2508,3,2,25080302,302,7/09/2025,40,18.83613528,385.3374298,45.43169159,1028.780406,0.203815168,0.064056441,0.057935132,0.042940264,-0.051373342,0.003698762,0.410323562,0.241958136,0.833047789,217
779,111,2508,3,3,25080303,303,7/09/2025,40,19.84200299,324.0735527,47.24886361,852.3399261,0.226135466,0.047175511,0.068478852,0.030919878,-0.037856506,0.002698275,0.418565353,0.243368398,0.976251663,208
780,112,2508,3,4,25080304,304,7/09/2025,40,21.09366903,415.801635,51.81154668,1342.404041,0.242994859,0.056264982,0.079597649,0.039494496,-0.030333921,0.004002889,0.437873155,0.246140255,0.867977835,215
781,113,2508,4,1,25080401,401,7/09/2025,40,22.08472238,419.1283948,38.9006307,756.4346511,0.24302186,0.053885738,0.10020346,0.033678391,-0.041517263,0.002686963,0.433353981,0.245558308,0.963473982,201
782,114,2508,4,2,25080402,402,7/09/2025,40,21.17971961,442.5940169,43.3440741,875.7222834,0.216873755,0.058047926,0.069962166,0.036337196,-0.054704434,0.003166897,0.432661449,0.24546552,0.895908138,234
783,115,2508,4,3,25080403,403,7/09/2025,40,21.70244699,439.8610863,43.44866949,996.5525783,0.244168519,0.059509245,0.094066314,0.039099607,-0.04426517,0.003253399,0.437558077,0.246101006,0.952115346,136
784,116,2508,4,4,25080404,404,7/09/2025,40,28.50842016,668.3439308,40.46232047,1462.235969,0.303312631,0.063431217,0.141940107,0.042770236,-0.028844519,0.004282895,0.533624331,0.248869404,0.879693082,187
785,117,2508,5,1,25080501,501,7/09/2025,40,22.02382427,367.0404349,39.53565193,718.4836983,0.24761325,0.0480943,0.103552288,0.029163758,-0.044432478,0.002387048,0.465164742,0.248786505,0.992982264,314
786,118,2508,5,2,25080502,502,7/09/2025,40,18.18937794,359.7924427,44.59808509,831.8063154,0.206990377,0.057017837,0.070377693,0.035548784,-0.056779454,0.00301459,0.424544507,0.244306469,0.914701272,322
787,119,2508,5,3,25080503,503,7/09/2025,40,16.82415911,314.6290608,47.50024789,854.4189733,0.214966034,0.050095375,0.076328373,0.031339111,-0.048980798,0.002633925,0.403121303,0.240614518,0.905263542,205
788,120,2508,5,4,25080504,504,7/09/2025,40,19.67953124,467.0534212,49.94992957,1380.739582,0.236722194,0.061589953,0.093539863,0.040707207,-0.044396514,0.003902363,0.429150938,0.24498041,0.869178469,181
789,121,2508,6,1,25080601,601,7/09/2025,40,17.93349483,371.4706059,45.53661587,816.8801166,0.219840514,0.050696393,0.085060683,0.032099965,-0.043939778,0.002838923,0.396298696,0.23924604,0.982904425,208
790,122,2508,6,2,25080602,602,7/09/2025,40,19.36673708,470.8024142,45.20806646,959.870157,0.214562572,0.059523094,0.07305862,0.037094106,-0.051044604,0.003211532,0.402450359,0.240484068,0.847370819,176
791,123,2508,6,3,25080603,603,7/09/2025,40,15.54264068,278.6010235,49.77384104,779.1733684,0.206710216,0.044701142,0.069344972,0.02864092,-0.044915552,0.002637766,0.358136653,0.229874791,0.946470556,178
792,124,2508,6,4,25080604,604,7/09/2025,40,19.63043784,382.0714204,47.82493594,1294.722977,0.262660361,0.056143328,0.12185428,0.03849553,-0.028697754,0.004502754,0.45966493,0.248373082,0.880176436,214
793,125,2508,7,1,25080701,701,7/09/2025,40,14.51748606,313.8445582,51.37815509,788.4632892,0.186507941,0.048328144,0.049820059,0.0311387,-0.05243539,0.003012337,0.337923073,0.22373107,0.942491023,213
794,126,2508,7,2,25080702,702,7/09/2025,40,16.83770386,359.4993338,48.01238203,974.6439511,0.211357642,0.057131195,0.062708619,0.038276908,-0.04760436,0.003594199,0.397938202,0.239583389,0.866367762,210
795,127,2508,7,3,25080703,703,7/09/2025,40,14.75747424,208.6125117,52.05527278,718.9812416,0.204381388,0.037155098,0.06047465,0.02443681,-0.042077959,0.002409685,0.348966837,0.227188984,0.979257423,225
796,128,2508,7,4,25080704,704,7/09/2025,40,16.21652678,265.8793821,57.8708669,1056.407248,0.209425996,0.04143062,0.070262932,0.028460937,-0.04646979,0.003000872,0.353517715,0.22854294,0.893445611,236
797,129,2508,8,1,25080801,801,7/09/2025,40,19.72082348,403.4793152,45.60116029,817.2189954,0.214771016,0.052424792,0.075373822,0.033580861,-0.056131935,0.002842421,0.390081108,0.237917837,0.966861705,199
798,130,2508,8,2,25080802,802,7/09/2025,40,17.13703839,327.6481313,47.61067574,785.232388,0.194829049,0.051713417,0.057702811,0.033004765,-0.059734873,0.002931828,0.380524492,0.235725603,0.892275163,259
799,131,2508,8,3,25080803,803,7/09/2025,40,20.4742178,355.9226012,44.57064408,882.6963747,0.252286355,0.049077181,0.101436192,0.031155229,-0.039982176,0.002686099,0.437551043,0.246100128,0.933292021,131
800,132,2508,8,4,25080804,804,7/09/2025,40,22.53068866,393.827075,46.93673068,1259.566673,0.287086183,0.051011871,0.131987781,0.035166394,-0.027595364,0.003693677,0.497297145,0.249992695,0.892775125,230
801,133,2508,9,1,25080901,901,7/09/2025,40,21.81554711,417.4589781,37.94996198,786.7425729,0.240993282,0.056258792,0.102318758,0.035648854,-0.047428006,0.002668906,0.436811717,0.246007241,0.95248077,175
802,134,2508,9,2,25080902,902,7/09/2025,40,20.65191549,402.4219639,41.90703099,940.2302704,0.224324729,0.063535954,0.08654704,0.041505889,-0.05682451,0.003315455,0.441239437,0.246547196,0.880605177,227
803,135,2508,9,3,25080903,903,7/09/2025,40,17.64186963,275.3789649,44.74970576,777.3931344,0.237065142,0.046624885,0.098422079,0.031336567,-0.041247409,0.002665822,0.426355061,0.244576423,0.957401433,237
804,136,2508,9,4,25080904,904,7/09/2025,40,19.52617499,355.689432,44.11013489,1206.08334,0.279307641,0.057723942,0.13708745,0.040599353,-0.023338874,0.004524636,0.499310073,0.249999524,0.878463109,221
805,137,2508,10,1,25081001,1001,7/09/2025,40,27.13860884,527.5780278,32.24586877,815.2318083,0.290746945,0.059161135,0.140801967,0.037789827,-0.028045423,0.002919301,0.5057167,0.249967319,0.955905942,157
806,138,2508,10,2,25081002,1002,7/09/2025,40,18.40645325,515.010627,47.21804206,965.9247716,0.169674292,0.063182836,0.038004195,0.040549576,-0.059934713,0.003283405,0.324858518,0.219325461,0.805001185,97
807,139,2508,10,3,25081003,1003,7/09/2025,40,29.93260674,568.7411774,37.55063085,716.6932787,0.285379881,0.046976624,0.11768042,0.026677154,-0.036690355,0.001965952,0.530443844,0.249073172,0.932816914,241
808,140,2508,10,4,25081004,1004,7/09/2025,40,27.8290259,625.0393771,38.53837275,1304.130966,0.305846641,0.063466534,0.145298178,0.041645827,-0.027360139,0.003840526,0.53795045,0.248559763,0.896888613,221
809,141,2508,11,1,25081101,1101,7/09/2025,40,21.19810736,421.5732697,39.55452599,727.5733623,0.230133951,0.055270881,0.091286622,0.034123767,-0.050243636,0.002738898,0.42677294,0.244637798,0.971510854,213
810,142,2508,11,2,25081102,1102,7/09/2025,40,18.09057624,464.8290629,44.83396609,922.0427397,0.174178568,0.06418813,0.043595228,0.039803356,-0.067981619,0.003028949,0.359122402,0.230153502,0.884538976,165
811,143,2508,11,3,25081103,1103,7/09/2025,40,17.12161934,331.7886514,44.84780256,800.4649552,0.210511021,0.052285489,0.072703966,0.0334732,-0.047210419,0.002688477,0.390156637,0.237934436,0.917793737,158
812,144,2508,11,4,25081104,1104,7/09/2025,40,19.73914635,414.4482851,45.20430767,1120.817501,0.250607801,0.056541138,0.102124248,0.037276347,-0.035484026,0.003523165,0.454389324,0.247919666,0.87829463,209
813,145,2508,12,1,25081201,1201,7/09/2025,40,19.65251063,383.9161714,42.29698949,639.5503749,0.215338452,0.049185739,0.075111001,0.03050378,-0.051884428,0.002433557,0.409529978,0.241815175,0.953177684,281
814,146,2508,12,2,25081202,1202,7/09/2025,40,19.40752316,471.0820596,41.42977166,811.5769233,0.211503217,0.061276319,0.073911882,0.038535227,-0.049404982,0.003209811,0.385843399,0.23696827,0.919932198,136
815,147,2508,12,3,25081203,1203,7/09/2025,40,19.80672955,306.4852426,39.89866817,620.2253463,0.259806236,0.045207622,0.112239815,0.028603567,-0.029736762,0.002380741,0.469519921,0.249070965,0.920234775,233
816,148,2508,12,4,25081204,1204,7/09/2025,40,16.28537231,386.6458635,49.83100148,1017.092069,0.221862566,0.050001066,0.082829974,0.032990866,-0.036981731,0.003377471,0.390447223,0.237998189,0.943260731,244
817,149,2508,13,1,25081301,1301,7/09/2025,40,15.393901,335.970905,45.30165567,733.9365298,0.198333726,0.051801777,0.063437608,0.033739874,-0.045288607,0.002944161,0.362617559,0.231126065,0.933566625,179
818,150,2508,13,2,25081302,1302,7/09/2025,40,16.57406468,413.6144153,45.44355983,900.9738505,0.203926085,0.060048724,0.066780032,0.039015133,-0.051418566,0.003253138,0.38852265,0.237572801,0.82905313,179
819,151,2508,13,3,25081303,1303,7/09/2025,40,14.90950048,297.3244111,45.43999549,705.6572483,0.213647682,0.047711464,0.076829154,0.030150652,-0.044146594,0.002413412,0.384862308,0.236743312,0.945194744,178
820,152,2508,13,4,25081304,1304,7/09/2025,40,14.4557871,341.9628298,52.57316248,1018.530229,0.202708376,0.049785369,0.068344198,0.032988467,-0.047878847,0.003256386,0.357842861,0.229791348,0.883108835,188
821,153,2508,14,1,25081401,1401,7/09/2025,40,18.889674,347.7114642,38.61569732,650.1023809,0.25336081,0.050792174,0.104916542,0.032507439,-0.035511985,0.002738782,0.458729801,0.248296771,0.966573715,200
822,154,2508,14,2,25081402,1402,7/09/2025,40,14.61092342,335.8514347,46.01054616,822.0711234,0.190318077,0.057667197,0.05018527,0.038146093,-0.058931957,0.003334779,0.37972973,0.235535062,0.877365025,212
823,155,2508,14,3,25081403,1403,7/09/2025,40,16.79369014,291.2424503,40.51795493,800.8144123,0.259453092,0.053205585,0.115585587,0.036581902,-0.031119351,0.003073032,0.449042254,0.247403308,0.943335703,115
824,156,2508,14,4,25081404,1404,7/09/2025,40,12.76185648,294.750486,51.37272164,1065.700177,0.211756097,0.050349272,0.077766046,0.035481822,-0.038063492,0.003897289,0.359242987,0.230187463,0.860079829,147
825,157,2508,15,1,25081501,1501,7/09/2025,40,18.12865629,354.3120419,41.6171279,523.7698392,0.229740931,0.041730034,0.081061091,0.025294631,-0.043148404,0.001984047,0.407843248,0.241507133,0.964857278,256
826,158,2508,15,2,25081502,1502,7/09/2025,40,17.42554629,396.7582548,42.25771007,762.661509,0.223722545,0.055312758,0.077037582,0.03592772,-0.043758148,0.00290817,0.403412931,0.240670938,0.849401214,179
827,159,2508,15,3,25081503,1503,7/09/2025,40,14.94146809,257.1100324,43.4791561,631.5859996,0.228883206,0.044453666,0.08414866,0.029842531,-0.034966705,0.002443027,0.391217396,0.238166345,0.898390654,162
828,160,2508,15,4,25081504,1504,7/09/2025,40,16.56853907,333.4470039,45.30741452,968.1181614,0.252917491,0.048958348,0.102415862,0.034326482,-0.028283435,0.003371857,0.417713674,0.243228961,0.860559221,201
829,161,2508,16,1,25081601,1601,7/09/2025,40,15.78133183,380.0573792,43.41716458,575.569444,0.200024797,0.043797348,0.05175871,0.027652526,-0.056686282,0.002304621,0.331887935,0.221738333,0.957952868,168
830,162,2508,16,2,25081602,1602,7/09/2025,40,9.975264819,242.2298367,49.5142044,445.0469918,0.143269853,0.032364282,0.008849634,0.020358095,-0.062361964,0.001982651,0.22991323,0.177053136,0.916943098,157
831,163,2508,16,3,25081603,1603,7/09/2025,40,13.03117607,306.1587949,50.14055424,596.0318877,0.17846013,0.035859603,0.029968028,0.022198499,-0.053685883,0.001761641,0.284358454,0.203498724,0.909332847,158
832,164,2508,16,4,25081604,1604,7/09/2025,40,15.24872582,356.5354097,50.64581984,812.8233445,0.223809482,0.037811279,0.066625996,0.02448192,-0.037740527,0.002247085,0.345619914,0.226166789,0.872170172,191
833,165,2508,17,1,25081701,1701,7/09/2025,40,12.72700397,319.856661,45.06570375,563.6008926,0.202790904,0.039026573,0.053286808,0.024579383,-0.053518442,0.002211692,0.30985162,0.213843594,0.956817353,136
834,166,2508,17,2,25081702,1702,7/09/2025,40,10.76018469,295.2566022,48.16964441,506.4154722,0.172766199,0.035326379,0.024624312,0.021843665,-0.057523374,0.001880619,0.260311383,0.192549367,0.872058475,118
835,167,2508,17,3,25081703,1703,7/09/2025,40,13.31436215,236.4745642,47.61717826,489.6826048,0.222150799,0.029978214,0.063074524,0.018040454,-0.039811524,0.001382702,0.350408336,0.227622334,0.975503509,228
836,168,2508,17,4,25081704,1704,7/09/2025,40,11.50782922,269.0855814,56.06446434,655.9346664,0.19151459,0.028500024,0.04308766,0.018178961,-0.038990886,0.001701214,0.261574856,0.193153451,0.883687866,164
837,169,2508,18,1,25081801,1801,7/09/2025,40,11.52329739,200.8401833,46.03457305,543.3015167,0.220378929,0.035255574,0.074449682,0.023422156,-0.034281587,0.002368037,0.352149554,0.228140246,0.984325447,224
838,170,2508,18,2,25081802,1802,7/09/2025,40,8.255553366,209.2113895,49.3635181,636.5809585,0.177798868,0.038885972,0.037246747,0.027229922,-0.043778894,0.002692621,0.264984938,0.19476792,0.876642668,104
839,171,2508,18,3,25081803,1803,7/09/2025,40,11.55255526,220.6457175,50.42184992,516.9315882,0.207906635,0.028342537,0.053141335,0.018234297,-0.035513029,0.001616818,0.306631001,0.21260843,0.980936065,239
840,172,2508,18,4,25081804,1804,7/09/2025,40,10.04365091,218.7021978,57.22431495,706.4230003,0.192261366,0.03102803,0.04661012,0.02114787,-0.0320385,0.002198109,0.253879298,0.1894246,0.869504192,108
841,173,2508,19,1,25081901,1901,7/09/2025,40,21.35361217,467.7236276,47.8916885,721.3977356,0.243463234,0.035847947,0.078634337,0.020020123,-0.04878283,0.001967961,0.405266864,0.241025633,0.973444876,331
842,174,2508,19,2,25081902,1902,7/09/2025,40,11.1195594,303.9287993,55.56871284,658.0116746,0.157158023,0.032211337,0.013125272,0.019183144,-0.063096865,0.001849514,0.24137251,0.183111822,0.893463838,204
843,175,2508,19,3,25081903,1903,7/09/2025,40,17.09289879,321.5539173,50.07799779,571.9214616,0.217835059,0.030362622,0.059202619,0.016819201,-0.040712915,0.001620998,0.345990254,0.226280998,0.968688489,201
844,176,2508,19,4,25081904,1904,7/09/2025,40,8.444513277,159.7441758,65.221502,682.9696279,0.147398848,0.026749127,0.017781116,0.017787029,-0.049264466,0.001920078,0.201222088,0.160731759,0.889739524,200
845,177,2508,20,1,25082001,2001,7/09/2025,40,15.85911766,337.0823791,56.6212337,931.4674316,0.197696432,0.038015574,0.03963901,0.024078124,-0.058957295,0.002446987,0.318167741,0.21693703,0.975685774,156
846,178,2508,20,2,25082002,2002,7/09/2025,40,11.64423916,218.6104157,59.94403919,609.3994271,0.150360639,0.027414814,-0.002478876,0.01655399,-0.066671751,0.00182952,0.232573859,0.178483259,0.930461886,245
847,179,2508,20,3,25082003,2003,7/09/2025,40,23.31790541,407.3626186,47.43846846,694.9428083,0.252133612,0.03104135,0.081014211,0.016913618,-0.03408498,0.001705961,0.42347973,0.244144648,0.984234604,335
848,180,2508,20,4,25082004,2004,7/09/2025,40,21.01673428,444.292598,56.09053978,847.0081075,0.222442795,0.030935808,0.071138547,0.017407081,-0.032164917,0.002024999,0.362885959,0.23119974,0.972914844,387
849,181,2508,21,1,25082101,2101,7/09/2025,40,21.85012389,377.7376171,50.7132222,1132.205826,0.266832252,0.04348935,0.111609554,0.028581466,-0.026497613,0.003270602,0.450247776,0.247524716,0.990868495,231
850,182,2508,21,2,25082102,2102,7/09/2025,40,14.23078439,325.6982167,62.03231039,1082.652351,0.185946134,0.041827582,0.047665816,0.027587638,-0.045839183,0.003206399,0.297426657,0.208964041,0.93469663,196
851,183,2508,21,3,25082103,2103,7/09/2025,40,20.79875525,400.1824299,51.84673744,920.5777831,0.249543166,0.039869544,0.098904105,0.023454593,-0.028899449,0.002406154,0.420794728,0.243726525,0.983230651,232
852,184,2508,21,4,25082104,2104,7/09/2025,40,13.12806938,274.9785858,61.99440189,1172.591699,0.187463776,0.043229806,0.062491243,0.030078805,-0.038008111,0.003358939,0.295336788,0.208112969,0.888745102,165
853,185,2508,22,1,25082201,2201,7/09/2025,40,36.37390203,650.853525,43.02042792,1101.058247,0.327169175,0.042225568,0.157788338,0.025618837,-0.021245526,0.002809282,0.578519144,0.243834744,0.982393468,324
854,186,2508,22,2,25082202,2202,7/09/2025,40,16.1866584,342.6411967,65.84383909,1117.705045,0.174243319,0.041349158,0.045680553,0.026907898,-0.053281845,0.003069488,0.29429827,0.207686798,0.921419588,169
855,187,2508,22,3,25082203,2203,7/09/2025,40,19.10357163,348.6617702,56.29918876,1116.369604,0.235501319,0.045177743,0.093177332,0.029697644,-0.036197851,0.003279808,0.404850431,0.24094656,0.984398068,209
856,188,2508,22,4,25082204,2204,7/09/2025,40,24.28097451,620.5278974,55.04317701,1485.662362,0.250747135,0.057988653,0.097307927,0.037604402,-0.045611678,0.003789812,0.425742853,0.244485876,0.92151931,186
857,189,2508,23,1,25082301,2301,7/09/2025,40,23.2878421,379.2442389,58.17632053,1228.104114,0.240583015,0.045523229,0.093016921,0.030565123,-0.035730994,0.003673216,0.404296655,0.24084087,0.966664237,243
858,190,2508,23,2,25082302,2302,7/09/2025,40,15.23322441,268.2064943,68.40008453,1170.317494,0.178753782,0.043634621,0.044534358,0.030829392,-0.048079122,0.003920391,0.283903318,0.203302224,0.845371535,121
859,191,2508,23,3,25082303,2303,7/09/2025,40,32.27004421,548.6937268,46.77625391,972.1102965,0.305194104,0.039994846,0.129963518,0.022536134,-0.029064551,0.002198549,0.528204117,0.249204528,0.994003463,300
860,192,2508,23,4,25082304,2304,7/09/2025,40,15.10973755,278.3049491,63.24010478,1138.873397,0.186635556,0.040258195,0.045948178,0.026550805,-0.056304679,0.003087083,0.306121874,0.212411272,0.92355225,178
